"Season","Team","G","PA","HR","R","RBI","SB","CS","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","wRAA","wRC","RE24","REW","WAR","-WPA","+WPA","BsR","Off","Def","Z-Contact%","Contact%","O-Swing%"
"2014","SEA","2333","5977","136","634","600","96","42","6.6%","20.6%",".132",".290",".244",".300",".376",".299","94","-49.9","592","-3.81","-0.46","16.4","-102.39","98.30","3.2","-37.5","-1.5","87.3%","79.2%","30.6%"
"2014","NYM","2294","6145","125","629","602","101","34","8.4%","20.6%",".126",".286",".239",".308",".364",".299","92","-57.4","603","10.11","1.04","17.8","-106.88","105.95","-0.4","-56.0","32.6","87.6%","80.1%","28.4%"
"2011","PIT","2444","6064","107","610","580","108","52","8.1%","21.6%",".123",".301",".244",".309",".368",".299","88","-87.8","593","-49.33","-5.25","6.7","-105.98","102.48","-15.2","-103.1","-17.8","86.9%","79.6%","29.8%"
"2021","SEA","2037","5222","175","601","580","58","21","9.0%","25.5%",".158",".273",".224",".302",".382",".299","92","-64.8","566","-12.88","-1.44","9.1","-91.71","93.27","-7.8","-57.3","-29.9","83.4%","74.5%","30.4%"
"2018","BAL","2313","6034","188","622","593","81","22","7.0%","23.4%",".152",".286",".239",".298",".391",".299","87","-77.6","627","-129.43","-13.09","2.0","-112.42","92.13","-9.6","-104.1","-75.1","84.4%","75.0%","33.0%"
"2015","PHI","2321","6053","130","626","586","88","32","6.4%","21.0%",".133",".299",".249",".303",".382",".298","86","-75.5","605","-54.54","-5.74","8.8","-110.00","102.14","-1.9","-100.3","-3.9","87.3%","78.3%","32.7%"
"2015","SDP","2396","6019","148","650","623","82","29","7.1%","22.0%",".142",".292",".243",".300",".385",".298","90","-76.1","601","-7.98","-0.79","16.4","-104.32","101.22","5.0","-63.2","31.5","85.8%","77.2%","30.1%"
"2020","SEA","843","2181","60","254","244","50","16","9.5%","25.0%",".144",".281",".226",".309",".370",".298","91","-40.3","233","-7.76","-0.83","5.1","-35.20","34.56","7.0","-18.3","-5.7","82.8%","73.4%","27.6%"
"2013","HOU","2266","6020","148","610","566","110","61","7.1%","25.5%",".136",".304",".240",".299",".375",".298","85","-76.9","583","-91.89","-9.54","1.9","-109.61","93.73","-8.9","-112.7","-64.4","83.5%","74.8%","32.0%"
"2017","SDP","2342","5954","189","604","576","89","33","7.7%","25.2%",".160",".287",".234",".299",".393",".298","82","-121.5","604","-117.27","-11.45","7.0","-102.70","97.18","6.7","-132.7","7.4","83.3%","75.3%","30.9%"
"2016","SDP","2355","6000","177","686","654","125","45","7.5%","25.0%",".155",".291",".235",".299",".390",".297","84","-106.8","600","-10.80","-1.15","11.1","-108.75","101.17","24.8","-92.3","14.0","84.3%","76.1%","30.8%"
"2002","DET","2096","5920","124","575","546","65","44","6.1%","17.5%",".132",".283",".248",".300",".379",".297","82","-140.2","571","-180.09","-17.79","-1.0","-108.51","94.38","-9.4","-143.5","-68.1","84.7%","78.1%","20.8%"
"2012","CHC","2341","5967","137","613","570","94","45","7.5%","20.7%",".138",".286",".240",".302",".378",".297","81","-90.0","591","-83.27","-8.81","11.3","-110.85","99.82","-6.0","-138.9","65.7","87.6%","79.6%","32.2%"
"2013","NYM","2378","6207","130","619","593","114","35","8.2%","22.3%",".129",".291",".237",".306",".366",".297","90","-86.4","594","-17.40","-2.15","16.5","-111.67","109.03","23.0","-49.2","16.1","85.5%","78.4%","28.8%"
"2017","SFG","2372","6137","128","639","612","76","34","7.6%","19.6%",".132",".294",".249",".309",".380",".296","83","-128.5","620","-97.80","-9.80","10.6","-114.92","102.73","2.6","-134.1","38.5","86.7%","78.8%","29.2%"
"2014","ATL","2252","6064","123","573","545","95","33","7.8%","22.6%",".119",".298",".241",".305",".360",".296","86","-68.7","583","-68.50","-7.50","12.8","-109.45","100.71","-4.4","-98.9","32.7","84.0%","76.1%","32.3%"
"2016","PHI","2348","5992","161","610","575","96","45","7.1%","23.0%",".144",".292",".240",".301",".385",".296","81","-111.5","595","-108.96","-11.20","9.4","-105.22","96.73","0.9","-137.5","43.2","85.4%","76.7%","32.5%"
"2015","ATL","2340","6034","100","573","548","69","33","7.8%","18.3%",".108",".297",".251",".314",".359",".296","84","-91.8","587","-97.55","-10.32","9.9","-106.66","98.69","-2.7","-115.5","22.4","88.2%","81.0%","30.6%"
"2012","HOU","2421","6014","146","583","545","105","46","7.7%","22.7%",".135",".288",".236",".302",".371",".296","82","-98.4","588","-106.41","-11.58","5.8","-110.22","96.50","-16.9","-144.4","17.7","86.4%","77.7%","29.9%"
"2011","MIN","2269","6020","103","619","572","92","39","7.3%","17.4%",".113",".288",".247",".306",".360",".296","82","-97.4","579","-94.17","-9.61","4.3","-108.44","99.33","-6.5","-133.4","-25.8","88.8%","82.3%","28.7%"
"2003","DET","2278","6071","153","591","553","98","63","7.3%","18.1%",".135",".272",".240",".300",".375",".296","80","-164.2","580","-195.98","-19.20","-1.2","-116.48","93.05","-6.5","-162.3","-59.2","87.3%","79.0%","22.3%"
"2018","DET","2323","6029","135","630","597","70","30","7.1%","22.2%",".138",".293",".241",".300",".380",".295","83","-95.5","609","-108.68","-10.87","6.2","-112.82","102.48","6.4","-118.5","-20.5","86.0%","76.6%","34.7%"
"2011","SFG","2370","6091","121","570","534","85","51","7.4%","18.4%",".126",".281",".242",".303",".368",".295","88","-102.7","582","-71.96","-8.22","18.1","-111.65","106.89","-6.5","-87.9","74.2","87.8%","81.0%","32.7%"
"2010","HOU","2358","6005","108","611","577","100","36","6.9%","17.1%",".115",".285",".247",".303",".362",".295","79","-128.5","561","-89.64","-9.26","5.4","-103.65","99.16","-6.4","-156.6","27.6","89.7%","81.5%","30.1%"
"2014","PHI","2282","6198","125","619","584","109","26","7.1%","21.1%",".121",".292",".242",".302",".363",".295","86","-74.0","592","-25.09","-2.82","11.6","-116.42","110.54","10.6","-85.5","4.2","87.3%","78.7%","31.0%"
"2019","SFG","2493","6170","167","678","655","47","28","7.7%","23.3%",".153",".290",".239",".302",".392",".295","82","-135.8","641","-69.78","-8.00","9.2","-114.02","104.60","-3.4","-151.4","46.1","84.4%","76.6%","33.7%"
"2014","CIN","2213","5978","131","595","562","122","52","6.9%","20.9%",".127",".284",".238",".296",".365",".294","83","-76.8","565","-57.81","-6.31","14.7","-110.26","100.20","-1.2","-115.4","69.1","86.5%","78.0%","31.9%"
"2003","LAD","2292","6036","124","574","544","80","36","6.7%","16.3%",".125",".275",".243",".303",".368",".294","78","-176.9","563","-139.54","-14.46","10.2","-116.69","102.36","-10.2","-178.7","84.4","87.9%","79.6%","24.3%"
"2018","SDP","2380","6059","162","617","583","95","36","7.8%","25.1%",".145",".294",".235",".297",".380",".294","84","-106.6","601","-75.49","-7.83","8.1","-109.61","99.85","-5.7","-122.0","10.0","83.6%","75.0%","31.9%"
"2021","MIA","2116","5190","134","555","529","99","25","7.7%","26.2%",".137",".301",".235",".302",".372",".294","87","-89.4","537","-32.26","-3.16","12.7","-96.20","87.92","3.4","-83.4","40.7","83.9%","74.2%","33.9%"
"2021","PIT","2065","5195","111","513","484","48","22","8.5%","22.1%",".128",".287",".235",".305",".363",".292","82","-94.6","533","-92.87","-9.23","7.4","-94.86","85.25","0.4","-118.0","22.8","87.1%","77.3%","30.4%"
"2021","TEX","1943","5146","149","546","520","84","25","7.3%","23.3%",".146",".277",".230",".294",".376",".291","84","-94.8","527","-93.10","-9.32","10.2","-97.82","82.47","-1.5","-104.2","30.8","83.6%","75.7%","32.6%"
"2012","SEA","2236","6057","149","619","584","104","35","7.7%","20.8%",".135",".276",".234",".296",".369",".291","87","-116.5","575","-59.27","-6.69","8.9","-105.59","96.92","0.1","-89.6","-30.3","86.7%","79.1%","29.8%"
"2011","SDP","2355","6074","91","593","563","170","44","8.2%","21.7%",".112",".294",".237",".305",".349",".290","86","-130.0","552","-34.73","-3.92","15.0","-111.47","101.01","18.2","-77.2","34.3","85.5%","78.0%","29.3%"
"2018","SFG","2412","6113","133","603","573","77","34","7.3%","24.0%",".129",".299",".239",".300",".368",".290","82","-128.9","585","-82.15","-8.52","6.2","-114.25","105.66","-2.9","-140.4","7.9","84.4%","75.9%","31.0%"
"2019","DET","2316","6039","149","582","556","57","20","6.5%","26.4%",".148",".308",".240",".294",".388",".290","76","-158.9","601","-237.30","-22.30","-3.1","-120.33","98.19","-6.8","-191.8","-53.8","83.2%","73.8%","37.2%"
"2018","MIA","2434","6083","128","589","554","45","31","7.5%","22.8%",".119",".293",".237",".303",".357",".289","83","-130.2","581","-72.36","-8.01","10.5","-107.41","98.94","-15.8","-138.9","49.3","86.0%","77.4%","31.5%"
"2019","MIA","2402","6045","146","615","593","55","30","6.5%","24.3%",".134",".300",".241",".298",".375",".288","79","-170.1","591","-121.39","-11.99","3.2","-113.00","97.92","-23.9","-189.1","26.4","85.6%","75.3%","34.9%"
"2010","SEA","2104","5989","101","513","485","142","39","7.7%","19.8%",".104",".282",".236",".298",".339",".285","79","-174.6","513","-163.91","-17.46","2.2","-112.90","96.73","-1.0","-148.9","-40.5","88.0%","80.8%","29.4%"
"2011","SEA","2090","5972","109","556","534","125","40","7.3%","21.4%",".115",".283",".233",".292",".348",".283","80","-154.2","517","-112.05","-11.87","3.9","-106.30","95.13","11.9","-124.4","-36.6","85.6%","78.0%","30.9%"
"2014","SDP","2362","5905","109","535","500","91","34","7.9%","21.9%",".115",".277",".226",".292",".342",".283","82","-124.5","510","-82.17","-8.81","11.7","-107.91","98.49","-6.2","-128.7","56.9","87.2%","78.0%","29.8%"
"2020","TEX","865","2147","62","224","204","49","14","7.8%","25.5%",".147",".266",".217",".285",".364",".283","76","-67.3","202","-52.76","-5.24","-0.2","-38.11","33.71","3.0","-59.4","-17.8","82.2%","74.1%","29.7%"
"2020","PIT","873","2134","59","219","210","16","11","7.8%","24.4%",".137",".268",".220",".284",".357",".279","73","-73.0","195","-59.88","-5.83","0.9","-44.12","36.98","-2.3","-76.8","-9.0","84.5%","73.6%","32.2%"
"2013","MIA","2244","6021","95","513","485","78","29","7.2%","20.5%",".104",".280",".231",".293",".335",".279","74","-166.7","493","-137.44","-14.99","3.3","-121.65","101.42","-5.2","-178.9","29.5","87.8%","79.2%","32.4%"
