"Season","Team","G","PA","HR","R","RBI","SB","CS","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","wRAA","wRC","RE24","REW","WAR","-WPA","+WPA","BsR","Off","Def","Z-Contact%","Contact%","O-Swing%"
"2000","ARI","2103","6241","179","792","756","97","44","8.6%","15.6%",".164",".290",".265",".333",".429",".332","88","-54.0","765","3.47","0.09","15.6","-108.92","108.48","-0.1","-102.7","59.2","","",""
"2010","CHW","2212","6118","177","752","710","160","74","7.6%","15.1%",".152",".292",".268",".332",".420",".332","100","50.6","753","5.48","0.51","15.7","-109.53","111.66","-8.1","-7.7","-56.3","90.2%","83.2%","29.0%"
"2009","LAD","2352","6385","145","780","739","116","48","9.5%","16.7%",".141",".309",".270",".346",".412",".332","102","10.6","776","68.58","7.15","27.4","-115.64","120.33","4.0","18.7","55.4","89.2%","82.8%","23.3%"
"2001","NYY","1867","6233","203","804","774","161","52","8.3%","16.6%",".168",".293",".267",".334",".435",".332","103","22.5","796","41.70","3.99","17.3","-107.76","111.01","9.3","35.7","-73.8","","",""
"2005","ATL","2347","6186","184","769","733","92","32","8.6%","17.5%",".170",".298",".265",".333",".435",".331","100","24.6","766","52.65","5.41","29.6","-104.61","112.96","-1.7","-3.1","96.7","86.2%","78.7%","20.5%"
"2012","LAA","2267","6121","187","767","732","134","33","7.3%","18.2%",".159",".311",".274",".332",".433",".331","113","77.9","776","100.58","10.21","33.8","-93.82","104.21","13.5","109.8","5.9","88.1%","80.8%","31.8%"
"2009","TEX","2158","6127","224","784","748","149","36","7.7%","20.5%",".185",".296",".260",".320",".445",".331","92","11.5","746","-10.72","-1.18","19.0","-102.69","101.32","9.1","-49.8","24.6","85.0%","77.1%","27.1%"
"2014","DET","2330","6202","155","757","731","106","41","7.1%","18.4%",".150",".319",".277",".331",".426",".331","112","101.8","768","85.16","8.83","24.8","-100.37","106.97","-7.3","73.0","-41.9","88.7%","80.2%","31.0%"
"2006","BAL","2295","6240","164","768","727","121","32","7.6%","14.1%",".146",".302",".277",".339",".424",".331","96","-3.0","780","-21.06","-1.91","17.1","-112.16","109.36","-4.5","-36.4","-2.7","91.4%","84.4%","24.2%"
"2002","COL","2393","6165","152","778","726","103","53","8.1%","16.9%",".149",".311",".274",".337",".423",".331","82","25.9","766","-51.97","-6.22","9.6","-105.81","100.46","-0.4","-138.4","34.1","85.4%","79.4%","18.6%"
"2017","CHC","2420","6283","223","822","785","62","31","9.9%","22.3%",".182",".302",".255",".338",".437",".331","101","50.4","816","72.32","7.18","26.8","-107.54","109.69","-6.8","4.8","57.6","84.5%","76.1%","31.3%"
"2005","STL","2324","6246","170","805","757","83","36","8.5%","15.2%",".153",".297",".270",".339",".423",".331","100","23.2","772","89.33","9.44","27.1","-101.54","109.59","9.0","12.4","54.6","88.7%","81.5%","19.9%"
"2002","PHI","2260","6323","165","710","676","104","43","10.1%","17.3%",".163",".294",".259",".339",".422",".331","101","20.2","780","3.26","0.74","23.9","-121.46","124.90","1.1","5.4","27.8","86.3%","79.0%","17.4%"
"2012","COL","2429","6183","166","758","716","100","40","7.3%","19.6%",".163",".321",".274",".330",".436",".331","90","74.3","780","-31.64","-4.05","10.3","-111.08","105.70","2.8","-73.8","-14.7","86.7%","79.4%","30.8%"
"2017","WSN","2322","6214","215","819","796","108","30","8.7%","21.4%",".183",".311",".266",".332",".449",".331","99","47.8","805","79.17","7.45","24.4","-102.89","106.87","11.9","2.4","38.7","86.0%","78.4%","28.8%"
"2003","SEA","2180","6281","139","795","759","108","37","9.3%","15.7%",".139",".306",".271",".344",".410",".331","104","14.3","784","49.97","5.28","31.1","-99.16","102.79","2.4","36.5","62.6","90.0%","81.7%","18.4%"
"2003","PIT","2346","6315","163","753","711","86","37","8.4%","16.6%",".153",".302",".267",".338",".420",".331","97","8.8","783","4.60","0.34","21.0","-113.17","110.80","5.5","-23.5","29.3","88.0%","79.9%","23.2%"
"2006","STL","2359","6225","184","781","745","59","32","8.5%","14.8%",".163",".292",".269",".337",".431",".331","98","-7.4","774","24.87","2.79","23.3","-105.40","108.24","5.9","-13.3","46.0","90.0%","82.5%","23.5%"
"2002","STL","2366","6246","175","787","758","86","42","8.7%","14.8%",".157",".292",".268",".338",".425",".331","101","20.2","770","81.88","8.25","30.4","-100.86","108.28","11.7","18.1","82.2","86.8%","81.0%","17.8%"
"2018","CLE","2413","6300","216","818","786","135","36","8.8%","18.9%",".176",".291",".259",".332",".434",".330","106","79.8","816","53.95","4.99","28.8","-106.53","103.82","13.7","55.1","16.8","88.6%","80.6%","30.0%"
"2008","COL","2310","6312","160","747","714","141","37","9.0%","19.2%",".152",".308",".263",".336",".415",".330","88","1.1","761","-59.19","-5.91","8.1","-116.79","109.87","15.2","-80.7","-40.3","85.6%","79.3%","23.2%"
"2008","FLA","2361","6206","208","770","741","76","28","8.7%","22.1%",".179",".300",".254",".326",".433",".330","96","4.1","751","31.32","2.97","18.5","-108.92","115.59","5.7","-27.5","14.2","85.8%","77.6%","24.6%"
"2004","MIN","2318","6286","191","780","735","116","46","8.2%","15.6%",".166",".290",".266",".332",".431",".330","97","-2.4","777","-37.46","-3.45","17.2","-115.93","113.28","5.5","-22.3","-15.6","85.9%","79.6%","24.6%"
"2016","DET","2295","6127","211","750","719","58","29","8.0%","21.3%",".171",".312",".267",".331",".438",".330","106","59.9","782","23.03","2.27","21.1","-106.86","108.79","-16.9","27.0","-31.9","86.4%","78.4%","31.1%"
"2003","SFG","2272","6204","180","755","713","53","37","9.6%","15.8%",".161",".291",".264",".338",".425",".330","100","9.9","770","37.57","4.51","28.2","-102.36","110.27","-8.3","-11.7","94.8","86.8%","79.2%","21.8%"
"2020","WSN","870","2218","66","293","279","33","12","8.7%","20.3%",".170",".308",".264",".336",".433",".330","104","20.0","298","16.87","1.74","3.3","-39.12","35.74","-3.6","6.6","-31.8","87.0%","78.6%","32.1%"
"2010","DET","2274","6312","152","751","717","69","30","8.7%","18.2%",".147",".311",".268",".335",".415",".330","102","45.0","770","24.47","2.17","23.6","-115.48","117.89","9.7","23.9","-18.7","88.0%","81.2%","29.7%"
"2005","BAL","2323","6134","189","729","700","83","37","7.3%","14.7%",".165",".289",".269",".327",".434",".330","101","19.1","754","-22.12","-2.32","18.8","-105.07","102.42","-9.5","-0.6","-18.7","89.4%","82.0%","24.4%"
"2019","CHC","2429","6195","256","814","783","45","24","9.4%","23.6%",".200",".297",".252",".331",".452",".330","102","47.4","827","63.27","6.10","25.3","-104.47","107.24","-2.2","15.0","45.0","83.4%","73.8%","33.0%"
"2017","LAD","2464","6191","221","770","730","77","28","10.5%","22.3%",".188",".293",".249",".334",".437",".330","104","42.2","797","59.87","6.90","33.3","-102.62","110.71","5.8","40.7","90.2","85.1%","77.3%","26.2%"
"2008","MIL","2227","6252","198","750","722","108","38","8.8%","19.2%",".179",".287",".253",".325",".431",".329","97","1.8","754","8.18","1.00","24.6","-110.00","114.51","8.9","-11.7","58.8","86.5%","79.0%","25.5%"
"2002","HOU","2342","6252","167","749","719","71","27","9.4%","17.9%",".156",".300",".262",".338",".417",".329","94","13.0","764","3.44","0.24","18.6","-110.16","106.94","-6.2","-50.9","33.4","85.0%","78.1%","17.6%"
"2018","OAK","2403","6255","227","813","778","35","21","8.8%","22.1%",".187",".294",".252",".325",".439",".329","112","75.3","806","93.36","9.81","32.2","-107.90","112.45","-5.8","83.2","23.0","85.2%","77.7%","28.6%"
"2012","MIL","2415","6224","202","776","741","158","39","7.5%","19.9%",".177",".299",".259",".325",".437",".329","102","67.9","778","68.26","6.92","28.3","-108.78","115.07","12.1","29.5","52.2","86.5%","79.2%","30.8%"
"2017","ARI","2360","6224","220","812","776","103","30","9.3%","23.4%",".190",".306",".254",".329",".445",".329","95","40.1","799","37.38","3.14","19.7","-109.75","109.03","12.4","-27.9","21.1","85.1%","76.2%","28.3%"
"2012","STL","2391","6326","159","765","732","91","37","8.4%","18.8%",".150",".316",".271",".338",".421",".329","106","66.4","788","82.06","8.62","28.5","-109.46","114.43","-1.6","46.5","33.9","88.3%","81.0%","29.8%"
"2005","CHC","2276","6161","194","703","674","65","39","6.8%","14.9%",".170",".291",".270",".324",".440",".329","95","15.0","753","-45.59","-4.44","21.3","-114.92","110.50","-5.6","-47.3","59.4","87.8%","80.9%","21.3%"
"2006","FLA","2354","6191","182","758","713","110","58","8.0%","20.2%",".171",".309",".264",".331",".435",".329","96","-16.9","760","2.99","0.37","20.2","-106.03","107.27","12.6","-18.2","20.0","85.4%","77.0%","23.4%"
"2020","LAA","890","2308","85","294","285","21","8","10.4%","21.2%",".182",".284",".248",".332",".430",".329","109","18.3","308","14.92","1.62","8.6","-44.73","44.20","-3.5","21.9","-14.5","85.5%","78.0%","27.2%"
"2007","TEX","2313","6214","179","816","768","88","25","8.1%","19.7%",".163",".305",".263",".328",".426",".329","94","-11.8","757","23.27","2.18","15.1","-109.90","109.73","12.6","-33.4","-26.5","86.6%","78.9%","23.5%"
"2004","SDP","2316","6313","139","768","722","52","25","9.0%","14.4%",".141",".301",".273",".342",".414",".329","103","-10.4","772","68.02","6.81","25.9","-106.12","112.20","8.1","30.5","22.3","87.4%","82.5%","19.1%"
"2016","STL","2400","6223","225","779","745","35","26","8.5%","21.2%",".187",".294",".255",".325",".443",".329","105","52.8","786","75.79","8.00","22.0","-105.87","112.94","-17.1","18.9","2.8","86.6%","78.1%","31.0%"
"2020","TOR","910","2263","88","302","288","33","6","9.0%","22.4%",".186",".297",".255",".325",".441",".329","105","16.7","301","16.25","1.45","5.6","-41.86","42.23","-2.9","11.4","-14.2","84.1%","76.1%","30.2%"
"2017","MIN","2324","6261","206","815","781","95","28","9.5%","21.4%",".174",".306",".260",".334",".434",".329","103","41.9","805","48.53","4.68","26.0","-101.02","105.25","14.4","39.7","7.2","85.4%","77.9%","27.1%"
"2002","TOR","2236","6230","187","813","771","71","18","8.4%","18.3%",".169",".295",".261",".327",".430",".329","97","16.1","764","19.16","1.81","18.9","-104.54","104.93","11.5","-15.5","-7.8","84.5%","78.3%","18.9%"
"2001","CHC","2271","6219","194","777","748","67","36","9.3%","17.3%",".169",".290",".261",".336",".430",".329","98","6.7","778","38.83","4.29","20.6","-104.84","107.60","-2.6","-21.8","29.3","","",""
"2007","CHC","2379","6268","151","752","711","86","33","8.0%","16.8%",".150",".308",".271",".333",".422",".329","90","-14.2","761","-42.03","-4.15","21.1","-113.66","108.35","-3.9","-87.0","96.6","88.7%","80.5%","25.9%"
"2006","OAK","2197","6281","175","771","735","61","20","10.3%","15.5%",".152",".285",".260",".340",".412",".328","97","-17.2","771","0.34","0.24","16.5","-110.52","114.26","-16.5","-38.5","-8.1","88.9%","82.9%","19.8%"
"2007","OAK","2220","6365","171","741","711","52","20","10.4%","17.6%",".151",".290",".256",".338",".407",".328","99","-14.6","773","-21.22","-2.23","17.2","-117.67","112.62","-7.0","-12.1","-32.1","87.6%","80.8%","19.4%"
"2012","DET","2248","6119","163","726","698","59","23","8.4%","18.0%",".154",".307",".268",".335",".422",".328","105","64.6","763","12.56","1.08","20.5","-110.19","112.78","-17.8","15.4","-27.2","88.4%","80.6%","31.0%"
"2008","MIN","2287","6331","111","829","791","102","42","8.4%","15.5%",".129",".316",".279",".340",".408",".328","99","-1.8","760","79.36","8.26","19.3","-110.02","114.76","12.3","4.7","-30.5","90.3%","83.1%","25.9%"
"2019","COL","2452","6288","224","835","803","71","31","7.8%","23.9%",".190",".321",".265",".326",".456",".328","86","37.7","829","-28.54","-3.42","10.5","-118.38","112.90","1.6","-112.3","16.8","84.4%","76.0%","32.9%"
"2009","DET","2350","6234","183","743","718","72","33","8.7%","17.9%",".156",".294",".260",".331",".416",".328","94","-5.0","742","-35.40","-3.48","15.0","-110.91","109.35","0.4","-48.5","-19.9","87.4%","80.7%","25.6%"
"2009","BAL","2281","6233","160","741","708","76","37","8.3%","16.3%",".147",".300",".268",".332",".415",".328","93","-4.5","743","-48.09","-4.78","11.6","-113.23","104.20","-20.1","-74.3","-28.1","89.1%","82.1%","24.5%"
"2021","CIN","2152","5405","194","697","669","27","22","9.0%","23.4%",".181",".298",".249",".329",".430",".328","101","58.6","711","58.63","5.71","19.8","-94.03","94.29","-13.2","-3.3","25.0","85.5%","76.2%","31.5%"
"2005","ARI","2370","6327","191","696","670","67","26","9.6%","17.3%",".165",".285",".256",".332",".421",".328","91","2.4","761","-78.17","-7.60","12.4","-115.28","108.23","1.3","-71.2","-10.7","86.9%","79.7%","20.0%"
"2010","ATL","2376","6252","139","738","699","63","29","10.1%","18.2%",".143",".301",".258",".339",".401",".327","100","27.7","746","46.10","4.84","23.6","-110.87","116.01","-2.1","-2.9","41.9","87.8%","80.9%","26.8%"
"2019","OAK","2363","6269","257","845","800","49","21","9.2%","21.3%",".199",".282",".249",".327",".448",".327","108","40.4","829","75.62","7.26","29.0","-104.59","111.93","-1.7","59.3","18.3","84.9%","77.0%","28.0%"
"2005","TBD","2245","6120","157","750","717","151","49","6.7%","16.2%",".151",".306",".274",".329",".425",".327","101","6.9","740","9.41","1.09","20.6","-107.26","108.45","10.3","14.9","-16.4","88.3%","80.4%","23.1%"
"2003","FLA","2190","6186","157","751","709","150","74","8.3%","15.8%",".155",".296",".266",".333",".421",".327","99","-5.6","753","35.77","4.00","23.4","-107.05","107.67","2.8","-7.6","41.8","88.6%","80.2%","22.3%"
"2000","MON","2328","6153","178","738","705","58","48","7.7%","17.0%",".165",".299",".266",".326",".432",".327","87","-76.7","731","-62.07","-6.01","8.3","-109.97","103.83","-9.8","-116.7","1.2","","",""
"2004","LAD","2357","6244","203","761","731","102","41","8.6%","17.5%",".161",".291",".262",".332",".423",".327","97","-19.4","755","26.24","3.06","28.0","-110.13","115.21","1.7","-19.9","96.8","85.7%","80.2%","18.3%"
"2006","LAA","2264","6221","159","766","737","148","57","7.8%","14.7%",".150",".301",".274",".334",".425",".327","95","-22.9","758","-18.09","-1.64","17.0","-111.77","109.90","11.3","-27.4","-12.1","89.6%","81.6%","26.0%"
"2005","MIL","2226","6156","175","726","689","79","34","8.6%","18.9%",".163",".298",".259",".331",".423",".327","95","2.4","740","-7.65","-0.68","19.4","-113.06","111.48","-5.2","-44.4","37.3","85.8%","77.6%","23.3%"
"2009","WSN","2401","6273","156","710","685","73","40","9.8%","19.3%",".148",".302",".258",".337",".406",".327","96","-12.4","739","-15.70","-1.57","15.1","-122.78","118.31","-5.7","-37.9","-7.6","87.0%","79.8%","23.5%"
"2021","CHW","1986","5289","166","698","663","54","19","9.6%","23.0%",".165",".308",".254",".334",".419",".327","109","57.3","696","82.15","8.37","22.7","-86.69","91.94","2.2","60.0","-13.9","85.2%","76.1%","32.9%"
"2021","SFG","2239","5369","210","682","654","59","12","9.6%","24.0%",".191",".293",".246",".325",".437",".327","106","55.1","703","82.18","8.27","24.2","-89.85","98.52","-8.4","35.1","31.6","84.2%","76.4%","28.2%"
"2006","WSN","2430","6283","164","746","695","123","62","9.5%","18.4%",".156",".301",".262",".338",".418",".327","96","-28.4","760","-8.00","-0.66","19.5","-116.38","119.61","3.3","-27.3","18.8","88.5%","79.6%","23.4%"
"2009","ATL","2335","6335","149","735","700","58","26","9.5%","16.8%",".142",".300",".263",".339",".405",".327","97","-14.7","745","10.97","1.36","22.2","-115.13","112.03","-20.2","-44.2","67.6","87.7%","80.6%","24.3%"
"2007","BAL","2348","6264","142","756","718","144","42","8.0%","15.0%",".141",".302",".272",".333",".412",".327","95","-21.8","753","-27.16","-2.47","15.1","-117.67","113.40","-9.0","-45.2","-17.2","90.8%","83.8%","24.5%"
"2000","MIN","1972","6283","116","748","711","90","45","8.8%","16.3%",".137",".309",".270",".337",".407",".327","86","-75.4","749","-122.41","-11.02","3.3","-119.49","109.49","-1.9","-121.7","-64.5","","",""
"2013","OAK","2313","6209","186","767","725","74","28","9.2%","19.0%",".165",".289",".254",".327",".419",".327","108","63.0","743","103.80","11.05","25.4","-101.10","109.04","10.0","66.2","-32.4","87.2%","80.3%","27.9%"
"2011","MIL","2292","6113","185","721","693","94","31","7.9%","17.7%",".164",".293",".261",".325",".425",".327","103","49.2","736","48.40","5.24","30.5","-98.08","107.48","0.3","20.6","82.0","88.2%","80.7%","30.5%"
"2000","CHC","2269","6397","183","764","722","93","37","9.9%","17.5%",".155",".288",".256",".335",".411",".327","89","-80.5","759","-31.45","-2.92","15.7","-121.81","116.07","2.4","-95.0","47.8","","",""
"2014","LAD","2364","6231","134","718","686","138","50","8.3%","20.0%",".140",".318",".265",".333",".406",".327","112","75.8","745","97.55","11.09","31.8","-100.13","108.70","-0.4","81.4","20.3","87.0%","79.4%","30.9%"
"2016","TOR","2349","6233","221","759","728","54","24","10.1%","21.9%",".178",".289",".248",".330",".426",".327","104","43.4","778","19.64","1.83","25.1","-111.53","110.54","-9.0","21.9","8.8","85.2%","77.7%","27.2%"
"2018","HOU","2348","6146","205","797","763","71","26","9.2%","19.5%",".170",".289",".255",".329",".425",".327","110","59.7","778","97.88","10.33","26.3","-104.76","110.13","-7.0","64.6","-11.5","87.2%","79.9%","29.0%"
"2010","PHI","2277","6291","166","772","736","108","21","8.9%","16.9%",".153",".292",".260",".332",".413",".327","99","24.3","747","67.39","6.80","23.1","-103.38","109.70","13.3","5.5","27.4","88.7%","81.7%","27.0%"
"2016","CLE","2366","6155","185","777","733","134","31","8.6%","20.2%",".168",".304",".262",".329",".430",".326","100","41.7","767","43.46","4.13","24.9","-106.43","110.36","15.8","14.1","16.8","86.8%","79.6%","30.1%"
"2004","CIN","2361","6278","194","750","713","77","25","9.5%","21.3%",".168",".295",".250",".331",".418",".326","92","-25.6","753","-15.27","-1.55","15.6","-109.67","113.29","-9.3","-77.5","25.6","81.2%","76.7%","18.8%"
"2010","TBR","2361","6270","160","802","769","172","47","10.7%","20.6%",".156",".293",".247",".333",".403",".326","106","24.8","745","117.14","12.16","30.7","-107.07","115.92","37.6","78.5","-3.2","85.6%","78.7%","26.8%"
"2006","ARI","2282","6330","160","773","743","76","30","8.0%","15.2%",".157",".294",".267",".331",".424",".326","87","-36.5","758","-55.87","-5.37","10.8","-117.14","107.25","-6.6","-112.3","12.3","90.1%","83.4%","22.6%"
"2007","STL","2440","6211","141","725","690","56","33","8.1%","14.6%",".132",".303",".274",".337",".405",".326","94","-30.7","737","-22.30","-2.15","18.0","-105.49","103.72","-12.7","-61.3","40.6","89.8%","83.5%","22.7%"
"2005","FLA","2296","6214","128","717","678","96","38","8.2%","14.8%",".137",".304",".272",".339",".409",".326","98","-3.5","741","10.94","1.09","18.2","-104.90","104.40","-7.1","-23.0","2.5","88.6%","82.1%","20.3%"
"2002","MON","2262","6250","162","735","695","118","64","9.2%","17.7%",".157",".298",".261",".334",".418",".326","93","-4.6","746","-6.51","-0.80","13.2","-115.89","117.04","-0.3","-58.5","-12.7","84.1%","77.4%","23.1%"
"2009","CHW","2241","6132","184","724","695","113","49","8.7%","16.7%",".153",".285",".258",".329",".411",".326","91","-15.7","719","-64.42","-6.09","8.6","-110.41","102.44","-13.0","-84.0","-45.1","88.4%","81.3%","26.2%"
"2007","TOR","2308","6197","165","753","719","57","22","8.6%","16.8%",".160",".290",".259",".327",".419",".326","95","-28.6","738","-22.51","-2.14","16.2","-111.20","108.56","-11.3","-47.2","-0.8","88.9%","81.3%","21.8%"
"2007","LAD","2417","6282","129","735","706","137","50","8.1%","13.8%",".131",".303",".275",".337",".406",".326","94","-32.3","745","-19.44","-1.90","16.8","-112.35","108.62","18.3","-33.3","-1.5","90.6%","82.9%","24.9%"
"2017","STL","2416","6219","196","761","728","81","31","9.5%","21.7%",".170",".304",".256",".334",".426",".326","101","20.8","779","27.19","2.95","26.3","-107.84","106.37","2.0","8.4","51.4","85.4%","78.0%","28.0%"
"2016","BAL","2257","6089","253","744","710","19","13","7.7%","21.7%",".188",".291",".256",".317",".443",".326","103","37.3","755","22.68","2.36","20.7","-103.41","105.67","2.5","22.6","-29.8","84.7%","75.7%","32.2%"
"2003","MIL","2293","6270","196","714","685","99","39","8.7%","19.5%",".163",".294",".256",".329",".419",".325","93","-17.1","752","-43.35","-4.34","9.6","-111.67","110.00","-27.1","-81.9","-26.6","85.5%","76.7%","22.5%"
"2018","WSN","2441","6288","191","771","737","119","33","10.0%","20.5%",".164",".297",".254",".335",".419",".325","101","51.5","786","67.42","7.26","24.1","-111.66","110.90","8.4","14.5","22.2","85.8%","78.3%","28.9%"
"2016","SEA","2371","6227","223","768","735","56","28","8.1%","20.7%",".171",".297",".259",".326",".430",".325","108","36.0","770","66.91","7.30","21.3","-108.45","112.43","-13.5","44.6","-51.2","86.8%","78.4%","29.7%"
"2005","COL","2302","6240","150","741","704","65","32","8.2%","17.7%",".144",".307",".267",".333",".411",".325","85","-7.5","740","-51.24","-5.65","10.3","-112.54","104.56","-10.7","-130.7","30.5","86.9%","80.1%","20.8%"
"2009","STL","2358","6168","160","730","694","75","31","8.6%","16.9%",".152",".296",".263",".332",".415",".325","98","-18.4","721","33.39","3.42","24.2","-104.03","107.93","13.4","-1.6","50.0","88.6%","79.7%","26.4%"
"2019","NYM","2445","6290","242","791","767","56","27","8.2%","22.0%",".185",".299",".257",".328",".442",".325","104","25.8","817","69.48","7.29","23.1","-110.86","116.90","-17.0","13.3","21.3","84.6%","76.2%","33.7%"
"2020","TBR","946","2261","80","289","274","48","9","10.7%","26.9%",".187",".300",".238",".328",".425",".325","110","10.2","294","23.50","2.38","9.5","-41.13","43.96","5.6","32.1","5.6","80.5%","72.5%","28.9%"
"2014","TOR","2397","6167","177","723","690","78","21","8.1%","18.7%",".155",".295",".259",".323",".414",".325","107","71.2","734","50.08","5.16","22.2","-105.68","107.01","0.0","44.9","-37.0","88.7%","80.4%","30.7%"
"2010","ARI","2271","6183","180","713","691","86","41","9.5%","24.7%",".166",".312",".250",".325",".416",".325","93","17.0","727","-26.59","-2.55","21.8","-112.53","105.99","-8.3","-62.7","85.8","84.2%","75.3%","26.9%"
"2017","CIN","2321","6213","219","753","715","120","39","9.1%","21.4%",".179",".294",".253",".329",".433",".325","95","16.7","774","0.68","0.02","19.5","-104.06","97.81","-5.3","-47.4","38.7","86.3%","79.1%","28.8%"
"2013","LAA","2311","6260","164","733","696","82","34","8.4%","19.5%",".150",".307",".264",".329",".414",".325","109","54.6","741","68.37","7.59","21.6","-110.45","114.45","-9.7","54.8","-58.0","86.8%","78.7%","32.3%"
"2018","COL","2368","6178","210","780","748","95","33","8.2%","22.6%",".179",".304",".256",".322",".435",".325","88","47.3","769","-11.40","-1.73","16.7","-108.01","110.36","3.2","-85.1","53.2","84.7%","76.3%","32.0%"
"2011","KCR","2134","6267","129","730","705","153","58","7.1%","16.1%",".140",".311",".275",".329",".415",".325","101","42.4","746","-2.84","-0.47","19.8","-119.96","115.51","0.7","4.5","-25.3","88.7%","83.1%","32.0%"
"2007","HOU","2409","6324","167","723","700","65","33","8.6%","16.5%",".152",".291",".260",".330",".412",".325","92","-39.8","742","-54.01","-5.27","12.4","-118.70","110.64","-17.9","-86.6","5.3","88.7%","81.3%","23.6%"
"2006","SDP","2396","6287","161","731","698","123","31","9.0%","17.6%",".154",".299",".263",".332",".416",".325","99","-41.4","748","-2.10","-0.09","26.1","-115.06","115.35","5.2","-5.0","65.1","88.5%","80.9%","21.5%"
"2015","HOU","2333","6073","230","729","691","121","48","8.0%","22.9%",".187",".292",".250",".315",".437",".325","108","55.8","739","60.89","6.72","26.1","-108.65","111.74","8.1","66.8","-19.6","82.5%","75.9%","29.7%"
"2021","WSN","2067","5262","161","626","593","53","25","9.0%","21.6%",".161",".305",".256",".333",".417",".325","100","42.6","678","21.13","2.07","15.7","-96.19","93.49","-20.4","-20.7","6.5","85.8%","77.2%","29.2%"
"2017","MIA","2399","6248","194","778","743","91","30","7.8%","20.5%",".163",".313",".267",".331",".431",".325","101","13.4","775","52.75","5.49","27.9","-101.73","104.80","1.4","9.0","65.7","87.1%","79.0%","30.8%"
"2014","PIT","2362","6224","156","682","659","104","47","8.4%","20.0%",".145",".307",".259",".330",".404",".325","108","64.0","733","59.65","7.18","31.4","-109.88","116.69","3.8","61.6","36.7","87.0%","78.9%","30.5%"
"2008","LAA","2229","6155","159","765","721","129","48","7.8%","16.0%",".145",".299",".268",".330",".413",".324","96","-19.4","722","26.13","2.44","17.6","-108.82","115.91","-1.0","-30.9","-6.5","89.8%","81.4%","28.1%"
"2005","CHW","2208","6146","200","741","713","137","67","7.1%","16.3%",".163",".286",".262",".322",".425",".324","95","-7.8","729","-40.92","-4.20","18.0","-111.79","111.86","-1.9","-42.1","13.8","87.9%","80.5%","23.7%"
"2005","DET","2211","6136","168","723","678","66","28","6.3%","16.9%",".157",".304",".272",".321",".428",".324","99","-8.9","727","-24.66","-2.27","20.9","-110.20","103.91","5.5","-5.1","5.9","87.8%","79.6%","28.0%"
"2001","TOR","1859","6284","195","767","728","156","55","7.5%","17.4%",".167",".293",".263",".325",".430",".324","94","-14.6","765","-26.40","-2.75","15.7","-115.67","110.08","7.0","-38.9","-18.5","","",""
"2009","CHC","2343","6244","161","707","678","56","34","9.5%","19.0%",".152",".296",".255",".332",".407",".324","90","-26.3","722","-40.50","-4.33","14.5","-112.52","105.85","-13.2","-89.3","39.0","87.1%","78.9%","25.5%"
"2008","ARI","2280","6156","159","720","683","58","23","9.5%","20.9%",".164",".299",".251",".327",".415",".324","88","-25.7","715","-54.35","-5.43","9.5","-108.17","103.89","12.1","-83.9","-17.2","84.8%","77.6%","22.8%"
"2000","FLA","2213","6203","160","731","691","168","55","8.7%","19.1%",".147",".304",".262",".331",".409",".324","89","-92.1","722","-36.36","-3.16","14.5","-116.95","115.47","9.1","-82.0","30.1","","",""
"2013","COL","2330","6152","159","706","673","112","32","6.9%","19.6%",".149",".317",".270",".323",".418",".324","87","45.2","719","-43.72","-4.92","13.7","-109.58","102.69","17.4","-72.7","15.1","86.6%","79.7%","33.1%"
"2013","CLE","2337","6165","171","745","711","117","36","9.1%","20.8%",".155",".300",".255",".327",".410",".324","104","49.4","725","64.89","6.72","22.6","-100.41","107.34","11.5","39.3","-29.5","86.8%","79.4%","27.4%"
"2012","WSN","2338","6221","194","731","688","105","35","7.7%","21.3%",".166",".308",".261",".322",".428",".324","101","41.2","751","38.81","3.96","23.7","-108.41","114.47","-4.1","4.7","33.0","85.5%","77.1%","33.2%"
"2016","TEX","2324","6089","215","765","746","99","36","7.2%","20.0%",".172",".298",".262",".322",".433",".324","95","29.1","747","22.70","1.99","16.2","-104.80","114.14","2.0","-37.0","-14.5","86.7%","78.5%","32.4%"
